CODE;NAMDGM;NAMFGM;NAMFGM_k
9340;SMETLEDE;LEDE;Lede
9308;HOFSTADE (AALST);AALST;Aalst
9810;EKE;NAZARETH;Nazareth
9820;SCHELDERODE;MERELBEKE;Merelbeke
9340;OORDEGEM;LEDE;Lede
9860;LANDSKOUTER;OOSTERZELE;Oosterzele
9820;MELSEN;MERELBEKE;Merelbeke
9860;GIJZENZELE;OOSTERZELE;Oosterzele
9230;WESTREM;WETTEREN;Wetteren
9820;BOTTELARE;MERELBEKE;Merelbeke
9800;GOTTEM;DEINZE;Deinze
9310;MOORSEL;AALST;Aalst
9860;MOORTSELE;OOSTERZELE;Oosterzele
9860;OOSTERZELE;OOSTERZELE;Oosterzele
9310;BAARDEGEM;AALST;Aalst
9340;IMPE;LEDE;Lede
9300;AALST (AALST);AALST;Aalst
9870;OLSENE;ZULTE;Zulte
9820;MUNTE;MERELBEKE;Merelbeke
9890;SEMMERZAKE;GAVERE;Gavere
9890;VURSTE;GAVERE;Gavere
9860;SCHELDEWINDEKE;OOSTERZELE;Oosterzele
9420;ERPE;ERPE-MERE;Erpe-mere
9520;BAVEGEM;SINT-LIEVENS-HOUTEM;Sint-lievens-houtem
9770;KRUISHOUTEM;KRUISHOUTEM;Kruishoutem
9420;ERONDEGEM;ERPE-MERE;Erpe-mere
9520;VLIERZELE;SINT-LIEVENS-HOUTEM;Sint-lievens-houtem
9310;MELDERT (AALST);AALST;Aalst
9521;LETTERHOUTEM;SINT-LIEVENS-HOUTEM;Sint-lievens-houtem
9890;BAAIGEM;GAVERE;Gavere
9420;OTTERGEM;ERPE-MERE;Erpe-mere
9750;OUWEGEM;ZINGEM;Zingem
9890;GAVERE;GAVERE;Gavere
9520;ZONNEGEM;SINT-LIEVENS-HOUTEM;Sint-lievens-houtem
9890;ASPER;GAVERE;Gavere
9770;LOZER - KERN;KRUISHOUTEM;Kruishoutem
9420;VLEKKEM;ERPE-MERE;Erpe-mere
9320;NIEUWERKERKEN (AALST);AALST;Aalst
9520;SINT-LIEVENS-HOUTEM;SINT-LIEVENS-HOUTEM;Sint-lievens-houtem
9870;ZULTE;ZULTE;Zulte
9860;BALEGEM;OOSTERZELE;Oosterzele
9320;EREMBODEGEM;AALST;Aalst
9890;DIKKELVENNE;GAVERE;Gavere
9420;MERE;ERPE-MERE;Erpe-mere
9420;BAMBRUGGE;ERPE-MERE;Erpe-mere
9750;HUISE;ZINGEM;Zingem
9420;BURST;ERPE-MERE;Erpe-mere
9620;VELZEKE-RUDDERSHOVE;ZOTTEGEM;Zottegem
9552;BORSBEKE;HERZELE;Herzele
9450;HAALTERT;HAALTERT;Haaltert
9750;ZINGEM;ZINGEM;Zingem
9620;ELENE + OOMBERGEN;ZOTTEGEM;Zottegem
9420;AAIGEM;ERPE-MERE;Erpe-mere
9630;MEILEGEM;ZWALM;Zwalm
9630;BEERLEGEM;ZWALM;Zwalm
9473;WELLE;DENDERLEEUW;Denderleeuw
9636;NEDERZWALM-HERMELGEM;ZWALM;Zwalm
9630;DIKKELE;ZWALM;Zwalm
9551;RESSEGEM;HERZELE;Herzele
9550;HERZELE;HERZELE;Herzele
9550;HILLEGEM;HERZELE;Herzele
9700;MULLEM;OUDENAARDE;Oudenaarde
9772;WANNEGEM-LEDE;KRUISHOUTEM;Kruishoutem
9470;DENDERLEEUW;DENDERLEEUW;Denderleeuw
9700;HEURNE;OUDENAARDE;Oudenaarde
9630;PAULATEM;ZWALM;Zwalm
9630;HUNDELGEM;ZWALM;Zwalm
9771;NOKERE;KRUISHOUTEM;Kruishoutem
9630;MUNKZWALM;ZWALM;Zwalm
9630;SINT-MARIA-LATEM;ZWALM;Zwalm
9620;LEEUWERGEM;ZOTTEGEM;Zottegem
9450;DENDERHOUTEM;HAALTERT;Haaltert
9451;KERKSKEN;HAALTERT;Haaltert
9700;WELDEN;OUDENAARDE;Oudenaarde
9450;HELDERGEM;HAALTERT;Haaltert
9700;OUDENAARDE;OUDENAARDE;Oudenaarde
9790;MOREGEM + OOIKE;WORTEGEM-PETEGEM;Wortegem-petegem
9620;GROTENBERGE;ZOTTEGEM;Zottegem
9472;IDDERGEM;DENDERLEEUW;Denderleeuw
9630;SINT-DENIJS-BOEKEL;ZWALM;Zwalm
9790;WORTEGEM;WORTEGEM-PETEGEM;Wortegem-petegem
9550;WOUBRECHTEGEM;HERZELE;Herzele
9620;STRIJPEN;ZOTTEGEM;Zottegem
9630;ROBORST;ZWALM;Zwalm
9700;MATER;OUDENAARDE;Oudenaarde
9620;ZOTTEGEM;ZOTTEGEM;Zottegem
9550;SINT-LIEVENS-ESSE;HERZELE;Herzele
9400;OKEGEM;NINOVE;Ninove
9400;NINOVE;NINOVE;Ninove
9406;OUTER;NINOVE;Ninove
9400;NEDERHASSELT;NINOVE;Ninove
9620;GODVEERDEGEM;ZOTTEGEM;Zottegem
9630;SINT-BLASIUS-BOEKEL;ZWALM;Zwalm
9550;SINT-ANTELINKS;HERZELE;Herzele
9620;SINT-GORIKS-OUDENHOVE;ZOTTEGEM;Zottegem
9667;SINT-MARIA-HOREBEKE;HOREBEKE;Horebeke
9620;ERWETEGEM;ZOTTEGEM;Zottegem
9630;ROZEBEKE;ZWALM;Zwalm
9404;ASPELARE;NINOVE;Ninove
9790;PETEGEM-AAN-DE-SCHELDE;WORTEGEM-PETEGEM;Wortegem-petegem
9550;STEENHUIZE-WIJNHUIZE;HERZELE;Herzele
9660;MICHELBEKE;BRAKEL;Brakel
9660;ELST;BRAKEL;Brakel
9667;SINT-KORNELIS-HOREBEKE;HOREBEKE;Horebeke
9620;SINT-MARIA-OUDENHOVE;ZOTTEGEM;Zottegem
9400;VOORDE;NINOVE;Ninove
9400;APPELTERRE-EICHEM;NINOVE;Ninove
9570;SINT-MARIA-LIERDE;LIERDE;Lierde
9790;ELSEGEM;WORTEGEM-PETEGEM;Wortegem-petegem
9660;ZEGELSEM;BRAKEL;Brakel
9402;MEERBEKE;NINOVE;Ninove
9500;OPHASSELT;GERAARDSBERGEN;Geraardsbergen
9700;MELDEN;OUDENAARDE;Oudenaarde
9680;MAARKE-KERKEM;MAARKEDAL;Maarkedal
9401;POLLARE;NINOVE;Ninove
9506;SMEEREBBE-VLOERZEGEM;GERAARDSBERGEN;Geraardsbergen
9680;ETIKHOVE;MAARKEDAL;Maarkedal
9660;NEDERBRAKEL;BRAKEL;Brakel
9506;ZANDBERGEN;GERAARDSBERGEN;Geraardsbergen
9571;HEMELVEERDEGEM;LIERDE;Lierde
9572;SINT-MARTENS-LIERDE;LIERDE;Lierde
9688;SCHORISSE;MAARKEDAL;Maarkedal
9400;DENDERWINDEKE;NINOVE;Ninove
9690;BERCHEM (KLUISBERGEN);KLUISBERGEN;Kluisbergen
9506;IDEGEM;GERAARDSBERGEN;Geraardsbergen
9506;SCHENDELBEKE;GERAARDSBERGEN;Geraardsbergen
9403;NEIGEM;NINOVE;Ninove
9681;NUKERKE;MAARKEDAL;Maarkedal
9570;DEFTINGE;LIERDE;Lierde
9690;ZULZEKE;KLUISBERGEN;Kluisbergen
9400;LIEFERINGE;NINOVE;Ninove
9690;KWAREMONT;KLUISBERGEN;Kluisbergen
9506;GRIMMINGE;GERAARDSBERGEN;Geraardsbergen
9661;PARIKE;BRAKEL;Brakel
9660;OPBRAKEL;BRAKEL;Brakel
9500;ONKERZELE;GERAARDSBERGEN;Geraardsbergen
9690;RUIEN;KLUISBERGEN;Kluisbergen
9506;NIEUWENHOVE;GERAARDSBERGEN;Geraardsbergen
9660;EVERBEEK;BRAKEL;Brakel
9500;NEDERBOELARE;GERAARDSBERGEN;Geraardsbergen
9500;ZARLARDINGE;GERAARDSBERGEN;Geraardsbergen
9600;RONSE;RONSE;Ronse
9506;WAARBEKE;GERAARDSBERGEN;Geraardsbergen
9500;GOEFERDINGE;GERAARDSBERGEN;Geraardsbergen
9500;GERAARDSBERGEN;GERAARDSBERGEN;Geraardsbergen
9500;MOERBEKE (GERAARDSBERGEN);GERAARDSBERGEN;Geraardsbergen
9500;OVERBOELARE;GERAARDSBERGEN;Geraardsbergen
9500;VIANE;GERAARDSBERGEN;Geraardsbergen
3930;ACHEL;HAMONT-ACHEL;Hamont-achel
3930;HAMONT;HAMONT-ACHEL;Hamont-achel
3910;NEERPELT;NEERPELT;Neerpelt
3920;LOMMEL;LOMMEL;Lommel
3900;OVERPELT;OVERPELT;Overpelt
3910;SINT-HUIBRECHTS-LILLE;NEERPELT;Neerpelt
3950;BOCHOLT;BOCHOLT;Bocholt
3950;KAULILLE;BOCHOLT;Bocholt
3640;MOLENBEERSEL;KINROOI;Kinrooi
3990;KLEINE BROGEL;PEER;Peer
3960;BREE;BREE;Bree
3941;EKSEL;HECHTEL-EKSEL;Hechtel-eksel
3990;GROTE BROGEL;PEER;Peer
3640;KESSENICH;KINROOI;Kinrooi
3950;REPPEL;BOCHOLT;Bocholt
3640;KINROOI;KINROOI;Kinrooi
3990;PEER;PEER;Peer
3990;WIJCHMAAL;PEER;Peer
3640;OPHOVEN;KINROOI;Kinrooi
3960;TONGERLO (BREE);BREE;Bree
3670;ELLIKOM;MEEUWEN-GRUITRODE;Meeuwen-gruitrode
3970;LEOPOLDSBURG;LEOPOLDSBURG;Leopoldsburg
3940;HECHTEL;HECHTEL-EKSEL;Hechtel-eksel
3945;OOSTHAM;HAM;Ham
3960;OPITTER;BREE;Bree
3680;NEEROETEREN;MAASEIK;Maaseik
3680;MAASEIK;MAASEIK;Maaseik
3971;HEPPEN;LEOPOLDSBURG;Leopoldsburg
3670;WIJSHAGEN;MEEUWEN-GRUITRODE;Meeuwen-gruitrode
3670;MEEUWEN;MEEUWEN-GRUITRODE;Meeuwen-gruitrode
3945;KWAADMECHELEN;HAM;Ham
3670;GRUITRODE;MEEUWEN-GRUITRODE;Meeuwen-gruitrode
3670;NEERGLABBEEK;MEEUWEN-GRUITRODE;Meeuwen-gruitrode
3581;BEVERLO;BERINGEN;Beringen
3530;HELCHTEREN;HOUTHALEN-HELCHTEREN;Houthalen-helchteren
3582;KOERSEL;BERINGEN;Beringen
3680;OPOETEREN;MAASEIK;Maaseik
3650;ELEN;DILSEN-STOKKEM;Dilsen-stokkem
3980;TESSENDERLO;TESSENDERLO;Tessenderlo
3583;PAAL;BERINGEN;Beringen
3530;HOUTHALEN;HOUTHALEN-HELCHTEREN;Houthalen-helchteren
3650;ROTEM;DILSEN-STOKKEM;Dilsen-stokkem
3550;HEUSDEN (HEUSDEN-ZOLDER);HEUSDEN-ZOLDER;Heusden-zolder
3550;ZOLDER;HEUSDEN-ZOLDER;Heusden-zolder
3580;BERINGEN;BERINGEN;Beringen
3660;OPGLABBEEK;OPGLABBEEK;Opglabbeek
3650;DILSEN;DILSEN-STOKKEM;Dilsen-stokkem
3650;STOKKEM;DILSEN-STOKKEM;Dilsen-stokkem
3560;LUMMEN;LUMMEN;Lummen
3668;NIEL-BIJ-AS;AS;As
3650;LANKLAAR;DILSEN-STOKKEM;Dilsen-stokkem
3665;AS;AS;As
3560;MELDERT (LUMMEN);LUMMEN;Lummen
3600;WATERSCHEI - ZWARTBERG;GENK;Genk
3630;MEESWIJK;MAASMECHELEN;Maasmechelen
3520;ZONHOVEN;ZONHOVEN;Zonhoven
3630;MECHELEN-AAN-DE-MAAS;MAASMECHELEN;Maasmechelen
3630;LEUT;MAASMECHELEN;Maasmechelen
3630;EISDEN;MAASMECHELEN;Maasmechelen
3520;DE DRY DREVEN;ZONHOVEN;Zonhoven
3600;GENK;GENK;Genk
3545;ZELEM;HALEN;Halen
3630;VUCHT;MAASMECHELEN;Maasmechelen
3560;LINKHOUT;LUMMEN;Lummen
3511;STOKROOIE;HASSELT;Hasselt
3630;OPGRIMBIE;MAASMECHELEN;Maasmechelen
3690;ZUTENDAAL;ZUTENDAAL;Zutendaal
3511;KURINGEN;HASSELT;Hasselt
3500;HASSELT;HASSELT;Hasselt
3510;KERMT;HASSELT;Hasselt
3540;SCHULEN;HERK-DE-STAD;Herk-de-stad
3540;BERBROEK;HERK-DE-STAD;Herk-de-stad
3545;HALEN;HALEN;Halen
3510;SPALBEEK;HASSELT;Hasselt
3631;BOORSEM;MAASMECHELEN;Maasmechelen
3540;DONK;HERK-DE-STAD;Herk-de-stad
3590;DIEPENBEEK;DIEPENBEEK;Diepenbeek
3540;HERK-DE-STAD;HERK-DE-STAD;Herk-de-stad
3621;REKEM;LANAKEN;Lanaken
3631;UIKHOVEN;MAASMECHELEN;Maasmechelen
3512;STEVOORT;HASSELT;Hasselt
3620;LANAKEN;LANAKEN;Lanaken
3620;NEERHAREN;LANAKEN;Lanaken
3740;BEVERST;BILZEN;Bilzen
3500;SINT-LAMBRECHTS-HERK;HASSELT;Hasselt
3740;BILZEN;BILZEN;Bilzen
3740;MUNSTERBILZEN;BILZEN;Bilzen
3740;EIGENBILZEN;BILZEN;Bilzen
3570;ALKEN;ALKEN;Alken
3850;WIJER;NIEUWERKERKEN;Nieuwerkerken
3746;HOELBEEK;BILZEN;Bilzen
3620;GELLIK;LANAKEN;Lanaken
3850;KOZEN;NIEUWERKERKEN;Nieuwerkerken
3850;NIEUWERKERKEN (NIEUWERKERKEN);NIEUWERKERKEN;Nieuwerkerken
3740;WALTWILDER;BILZEN;Bilzen
3730;HOESELT;HOESELT;Hoeselt
3501;WIMMERTINGEN;HASSELT;Hasselt
3720;KORTESSEM;KORTESSEM;Kortessem
3721;VLIERMAALROOT;KORTESSEM;Kortessem
3730;ROMERSHOVEN;HOESELT;Hoeselt
3850;BINDERVELD;NIEUWERKERKEN;Nieuwerkerken
3620;VELDWEZELT;LANAKEN;Lanaken
3800;SINT-TRUIDEN;SINT-TRUIDEN;Sint-truiden
3740;MOPERTINGEN;BILZEN;Bilzen
3722;WINTERSHOVEN;KORTESSEM;Kortessem
3830;WELLEN;WELLEN;Wellen
3800;ZEPPEREN;SINT-TRUIDEN;Sint-truiden
3742;MARTENSLINDE;BILZEN;Bilzen
3740;HEES;BILZEN;Bilzen
3740;ROSMEER;BILZEN;Bilzen
3740;RIJKHOVEN;BILZEN;Bilzen
3803;RUNKELEN;SINT-TRUIDEN;Sint-truiden
3724;VLIERMAAL;KORTESSEM;Kortessem
3832;ULBEEK;WELLEN;Wellen
3723;GUIGOVEN;KORTESSEM;Kortessem
3740;KLEINE-SPOUWEN;BILZEN;Bilzen
3732;SCHALKHOVEN;HOESELT;Hoeselt
3740;GROTE-SPOUWEN;BILZEN;Bilzen
3803;GORSEM;SINT-TRUIDEN;Sint-truiden
3840;GORS-OPLEEUW;BORGLOON;Borgloon
3770;VLIJTINGEN;RIEMST;Riemst
3840;KERNIEL;BORGLOON;Borgloon
3803;DURAS;SINT-TRUIDEN;Sint-truiden
3730;SINT-HUIBRECHTS-HERN;HOESELT;Hoeselt
3770;VROENHOVEN;RIEMST;Riemst
3730;WERM;HOESELT;Hoeselt
3831;HERTEN;WELLEN;Wellen
3830;BERLINGEN;WELLEN;Wellen
3840;HOEPERTINGEN;BORGLOON;Borgloon
3770;HERDEREN;RIEMST;Riemst
3770;MEMBRUGGEN;RIEMST;Riemst
3803;WILDEREN;SINT-TRUIDEN;Sint-truiden
3840;KUTTEKOVEN;BORGLOON;Borgloon
3770;RIEMST;RIEMST;Riemst
3700;'S HERENELDEREN;TONGEREN;Tongeren
3770;KANNE;RIEMST;Riemst
3840;BORGLOON;BORGLOON;Borgloon
3700;NEERREPEN;TONGEREN;Tongeren
3700;OVERREPEN;TONGEREN;Tongeren
3840;JESSEREN;BORGLOON;Borgloon
3800;ORDINGEN;SINT-TRUIDEN;Sint-truiden
3700;HENIS;TONGEREN;Tongeren
3840;RIJKEL;BORGLOON;Borgloon
3700;RIKSINGEN;TONGEREN;Tongeren
3800;BRUSTEM;SINT-TRUIDEN;Sint-truiden
3770;GENOELSELDEREN;RIEMST;Riemst
3770;ZICHEN-ZUSSEN-BOLDER;RIEMST;Riemst
3700;BERG (TONGEREN);TONGEREN;Tongeren
3840;GOTEM;BORGLOON;Borgloon
3800;HALMAAL;SINT-TRUIDEN;Sint-truiden
3770;VALMEER;RIEMST;Riemst
3700;TONGEREN;TONGEREN;Tongeren
3770;MILLEN;RIEMST;Riemst
3840;HENDRIEKEN;BORGLOON;Borgloon
3840;BOMMERSHOVEN;BORGLOON;Borgloon
3840;VOORT;BORGLOON;Borgloon
3700;PIRINGEN;TONGEREN;Tongeren
3840;GROOT-LOON;BORGLOON;Borgloon
3806;VELM;SINT-TRUIDEN;Sint-truiden
3700;MAL;TONGEREN;Tongeren
3800;GROOT-GELMEN;SINT-TRUIDEN;Sint-truiden
3870;METTEKOVEN;HEERS;Heers
3840;BROEKOM;BORGLOON;Borgloon
3798;'S GRAVENVOEREN;VOEREN;Voeren
3870;GUTSCHOVEN;HEERS;Heers
3870;HEKS;HEERS;Heers
3800;AALST (SINT-TRUIDEN);SINT-TRUIDEN;Sint-truiden
3870;VEULEN;HEERS;Heers
3700;WIDOOIE;TONGEREN;Tongeren
3800;KERKOM-BIJ-SINT-TRUIDEN;SINT-TRUIDEN;Sint-truiden
3800;GELINDEN;SINT-TRUIDEN;Sint-truiden
3700;NEREM;TONGEREN;Tongeren
3870;KLEIN-GELMEN;HEERS;Heers
3700;KONINKSEM;TONGEREN;Tongeren
3700;SLUIZEN;TONGEREN;Tongeren
3793;TEUVEN;VOEREN;Voeren
3800;ENGELMANSHOVEN;SINT-TRUIDEN;Sint-truiden
3700;VREREN;TONGEREN;Tongeren
3870;VECHMAAL;HEERS;Heers
3790;SINT-MARTENS-VOEREN;VOEREN;Voeren
3891;MIELEN-BOVEN-AALST;GINGELOM;Gingelom
3870;HORPMAAL;HEERS;Heers
3790;MOELINGEN;VOEREN;Voeren
3891;MUIZEN (GINGELOM);GINGELOM;Gingelom
3700;RUTTEN;TONGEREN;Tongeren
3890;GINGELOM;GINGELOM;Gingelom
3870;HEERS;HEERS;Heers
3700;LAUW;TONGEREN;Tongeren
3891;BUVINGEN;GINGELOM;Gingelom
3890;BOEKHOUT;GINGELOM;Gingelom
3791;REMERSDAAL;VOEREN;Voeren
3870;MECHELEN-BOVELINGEN;HEERS;Heers
3792;SINT-PIETERS-VOEREN;VOEREN;Voeren
3890;NIEL-BIJ-SINT-TRUIDEN;GINGELOM;Gingelom
3890;JEUK;GINGELOM;Gingelom
3870;BATSHEERS;HEERS;Heers
3891;BORLO;GINGELOM;Gingelom
3870;OPHEERS;HEERS;Heers
3870;RUKKELINGEN-LOON;HEERS;Heers
3717;HERSTAPPE;HERSTAPPE;Herstappe
3890;MONTENAKEN;GINGELOM;Gingelom
3890;VORSEN;GINGELOM;Gingelom
3890;KORTIJS;GINGELOM;Gingelom
3290;DEURNE (DIEST);DIEST;Diest
3271;AVERBODE;SCHERPENHEUVEL-ZICHEM;Scherpenheuvel-zichem
3290;SCHAFFEN;DIEST;Diest
1840;MALDEREN;LONDERZEEL;Londerzeel
1840;LONDERZEEL;LONDERZEEL;Londerzeel
3271;ZICHEM;SCHERPENHEUVEL-ZICHEM;Scherpenheuvel-zichem
3130;BEGIJNENDIJK;BEGIJNENDIJK;Begijnendijk
3201;LANGDORP;AARSCHOT;Aarschot
3272;TESTELT;SCHERPENHEUVEL-ZICHEM;Scherpenheuvel-zichem
1880;KAPELLE-OP-DEN-BOS;KAPELLE-OP-DEN-BOS;Kapelle-op-den-bos
1880;RAMSDONK;KAPELLE-OP-DEN-BOS;Kapelle-op-den-bos
3128;BAAL;TREMELO;Tremelo
3294;MOLENSTEDE;DIEST;Diest
3140;KEERBERGEN;KEERBERGEN;Keerbergen
3120;TREMELO;TREMELO;Tremelo
3130;BETEKOM;BEGIJNENDIJK;Begijnendijk
3200;AARSCHOT;AARSCHOT;Aarschot
1840;STEENHUFFEL;LONDERZEEL;Londerzeel
1981;HOFSTADE (ZEMST);ZEMST;Zemst
1880;NIEUWENRODE;KAPELLE-OP-DEN-BOS;Kapelle-op-den-bos
3272;MESSELBROEK;SCHERPENHEUVEL-ZICHEM;Scherpenheuvel-zichem
1980;ZEMST;ZEMST;Zemst
1861;WOLVERTEM;MEISE;Meise
3191;HEVER;BOORTMEERBEEK;Boortmeerbeek
3190;BOORTMEERBEEK;BOORTMEERBEEK;Boortmeerbeek
1785;MERCHTEM;MERCHTEM;Merchtem
3290;DIEST;DIEST;Diest
3202;RILLAAR;AARSCHOT;Aarschot
3150;HAACHT;HAACHT;Haacht
3293;KAGGEVINNE;DIEST;Diest
1851;HUMBEEK;GRIMBERGEN;Grimbergen
1745;OPWIJK;OPWIJK;Opwijk
3290;WEBBEKOM;DIEST;Diest
1982;WEERDE;ZEMST;Zemst
1850;GRIMBERGEN;GRIMBERGEN;Grimbergen
3118;WERCHTER;ROTSELAAR;Rotselaar
3270;SCHERPENHEUVEL;SCHERPENHEUVEL-ZICHEM;Scherpenheuvel-zichem
3270;DIESTERSTEENWEG;SCHERPENHEUVEL-ZICHEM;Scherpenheuvel-zichem
1982;ELEWIJT;ZEMST;Zemst
3200;GELRODE;AARSCHOT;Aarschot
3110;ROTSELAAR;ROTSELAAR;Rotselaar
1860;MEISE;MEISE;Meise
1980;EPPEGEM;ZEMST;Zemst
3460;ASSENT;BEKKEVOORT;Bekkevoort
1910;BERG (KAMPENHOUT);KAMPENHOUT;Kampenhout
3460;BEKKEVOORT;BEKKEVOORT;Bekkevoort
3150;WESPELAAR;HAACHT;Haacht
1910;KAMPENHOUT;KAMPENHOUT;Kampenhout
1852;BEIGEM;GRIMBERGEN;Grimbergen
3150;TILDONK;HAACHT;Haacht
1785;BRUSSEGEM;MERCHTEM;Merchtem
3390;TIELT (TIELT-WINGE);TIELT-WINGE;Tielt-winge
3221;NIEUWRODE;HOLSBEEK;Holsbeek
3111;WEZEMAAL;ROTSELAAR;Rotselaar
1800;VILVOORDE;VILVOORDE;Vilvoorde
1820;PERK;STEENOKKERZEEL;Steenokkerzeel
3390;HOUWAART;TIELT-WINGE;Tielt-winge
1910;BUKEN;KAMPENHOUT;Kampenhout
1745;MAZENZELE;OPWIJK;Opwijk
3020;WINKSELE;HERENT;Herent
3020;VELTEM-BEISEM;HERENT;Herent
1730;MOLLEM;ASSE;Asse
3018;WIJGMAAL - KERN;LEUVEN;Leuven
1730;ASSE;ASSE;Asse
1800;PEUTIE;VILVOORDE;Vilvoorde
3220;KORTRIJK-DUTSEL;HOLSBEEK;Holsbeek
3390;SINT-JORIS-WINGE;TIELT-WINGE;Tielt-winge
3012;WILSELE;LEUVEN;Leuven
3220;SINT-PIETERS-RODE;HOLSBEEK;Holsbeek
3220;HOLSBEEK;HOLSBEEK;Holsbeek
3020;HERENT;HERENT;Herent
1910;NEDEROKKERZEEL;KAMPENHOUT;Kampenhout
3071;ERPS-KWERPS;KORTENBERG;Kortenberg
3470;KORTENAKEN;KORTENAKEN;Kortenaken
1790;HEKELGEM;AFFLIGEM;Affligem
3473;WAANRODE;KORTENAKEN;Kortenaken
1820;STEENOKKERZEEL;STEENOKKERZEEL;Steenokkerzeel
3461;MOLENBEEK - WERSBEEK;BEKKEVOORT;Bekkevoort
1820;MELSBROEK;STEENOKKERZEEL;Steenokkerzeel
1780;WEMMEL;WEMMEL;Wemmel
1830;MACHELEN (MACHELEN);MACHELEN;Machelen
3450;GEETBETS;GEETBETS;Geetbets
1785;HAMME (MERCHTEM);MERCHTEM;Merchtem
1853;STROMBEEK - BEVER;GRIMBERGEN;Grimbergen
1790;ESSENE;AFFLIGEM;Affligem
1730;KOBBEGEM;ASSE;Asse
3454;RUMMEN;GEETBETS;Geetbets
3472;KERSBEEK-MISKOM;KORTENAKEN;Kortenaken
1731;RELEGEM;ASSE;Asse
3210;LUBBEEK;LUBBEEK;Lubbeek
3391;MEENSEL;TIELT-WINGE;Tielt-winge
3210;LINDEN;LUBBEEK;Lubbeek
3010;KESSEL-LO;LEUVEN;Leuven
1831;DIEGEM;MACHELEN;Machelen
3381;KAPELLEN (GLABBEEK);GLABBEEK;Glabbeek
1930;NOSSEGEM;ZAVENTEM;Zaventem
1731;ZELLIK;ASSE;Asse
1930;ZAVENTEM;ZAVENTEM;Zaventem
1790;TERALFENE;AFFLIGEM;Affligem
3470;RANSBERG;KORTENAKEN;Kortenaken
1730;BEKKERZEEL;ASSE;Asse
3000;LEUVEN;LEUVEN;Leuven
3070;KORTENBERG;KORTENBERG;Kortenberg
3380;GLABBEEK-ZUURBEMDE;GLABBEEK;Glabbeek
3211;BINKOM;LUBBEEK;Lubbeek
3078;MEERBEEK;KORTENBERG;Kortenberg
3212;PELLENBERG;LUBBEEK;Lubbeek
3060;BERTEM;BERTEM;Bertem
3450;GRAZEN;GEETBETS;Geetbets
1700;SINT ULRIKS - KAPELLE;DILBEEK;Dilbeek
3471;HOELEDEN;KORTENAKEN;Kortenaken
1740;TERNAT;TERNAT;Ternat
1770;LIEDEKERKE;LIEDEKERKE;Liedekerke
3078;EVERBERG;KORTENBERG;Kortenberg
3440;BUDINGEN;ZOUTLEEUW;Zoutleeuw
1742;SINT-KATHERINA-LOMBEEK;TERNAT;Ternat
3384;ATTENRODE;GLABBEEK;Glabbeek
1702;GROOT - BIJGAARDEN;DILBEEK;Dilbeek
3001;HEVERLEE;LEUVEN;Leuven
1932;SINT-STEVENS-WOLUWE;ZAVENTEM;Zaventem
3370;KERKOM;BOUTERSEM;Boutersem
3360;KORBEEK-LO;BIERBEEK;Bierbeek
1700;SINT - MARTENS - BODEGEM;DILBEEK;Dilbeek
3001;IJZEREN BRUGJE;LEUVEN;Leuven
1933;STERREBEEK;ZAVENTEM;Zaventem
1741;WAMBEEK;TERNAT;Ternat
3380;BUNSBEEK;GLABBEEK;Glabbeek
3350;LINTER-NEERLINTER;LINTER;Linter
3360;LOVENJOEL;BIERBEEK;Bierbeek
3440;ZOUTLEEUW;ZOUTLEEUW;Zoutleeuw
1700;DILBEEK;DILBEEK;Dilbeek
3080;TERVUREN;TERVUREN;Tervuren
1950;KRAAINEM;KRAAINEM;Kraainem
3300;VISSENAKEN;TIENEN;Tienen
3061;LEEFDAAL;BERTEM;Bertem
3350;LINTER-DRIESLINTER;LINTER;Linter
1970;WEZEMBEEK-OPPEM;WEZEMBEEK-OPPEM;Wezembeek-oppem
3370;BOUTERSEM;BOUTERSEM;Boutersem
3360;BIERBEEK;BIERBEEK;Bierbeek
3370;ROOSBEEK;BOUTERSEM;Boutersem
3440;HELENBOS;ZOUTLEEUW;Zoutleeuw
1761;BORCHTLOMBEEK;ROOSDAAL;Roosdaal
1703;SCHEPDAAL;DILBEEK;Dilbeek
1760;ROOSDAAL;ROOSDAAL;Roosdaal
3080;VOSSEM;TERVUREN;Tervuren
3050;OUD-HEVERLEE;OUD-HEVERLEE;Oud-heverlee
3060;KORBEEK-DIJLE;BERTEM;Bertem
3300;SINT-MARGRIETE-HOUTEM;TIENEN;Tienen
3300;KUMTICH;TIENEN;Tienen
3440;HALLE-BOOIENHOVEN;ZOUTLEEUW;Zoutleeuw
3300;OPLINTER;TIENEN;Tienen
1701;ITTERBEEK;DILBEEK;Dilbeek
3052;BLANDEN;OUD-HEVERLEE;Oud-heverlee
3053;HAASRODE;OUD-HEVERLEE;Oud-heverlee
1750;ST-KWINTENS-LENNIK;LENNIK;Lennik
1750;SINT-MARTENS-LENNIK;LENNIK;Lennik
3350;ORSMAAL-MELKWEZER;LINTER;Linter
3040;NEERIJSE;HULDENBERG;Huldenberg
3054;VAALBEEK;OUD-HEVERLEE;Oud-heverlee
3350;ORSMAAL-WOMMERSOM;LINTER;Linter
3370;HONSEM (BOUTERSEM);BOUTERSEM;Boutersem
3300;TIENEN;TIENEN;Tienen
1602;VLEZEMBEEK;SINT-PIETERS-LEEUW;Sint-pieters-leeuw
3080;DUISBURG;TERVUREN;Tervuren
